0,zcoin,ZCoin,XZC,90,88.7049,0.00693562,5182330.0,346108562.0,3901798.0,3901798.0,NULL,-0.56,15.13,-17.01,1516480150,2018-01-20 20:32:05
0,bitcoindark,BitcoinDark,BTCD,91,261.668,0.0204592,593828.0,337253990.0,1288862.0,1288862.0,NULL,-0.24,12.14,-19.2,1516480143,2018-01-20 20:32:05
0,bitcore,Bitcore,BTX,92,30.2208,0.0023629,4573220.0,325248316.0,10762399.0,16759703.0,21000000.0,-2.05,11.93,17.89,1516480154,2018-01-20 20:32:05
0,quantstamp,Quantstamp,QSP,93,0.519054,0.00004058,11122900.0,320419390.0,617314171.0,976442388.0,NULL,-2.37,4.2,-6.24,1516480164,2018-01-20 20:32:05
0,substratum,Substratum,SUB,94,1.41411,0.00011057,10495800.0,319718179.0,226091449.0,352000000.0,NULL,-0.69,1.6,-31.1,1516480159,2018-01-20 20:32:05
0,bancor,Bancor,BNT,95,7.78293,0.00060853,30948800.0,317332398.0,40772871.0,79384422.0,NULL,-3.55,12.32,-23.37,1516480155,2018-01-20 20:32:05
0,cindicator,Cindicator,CND,96,0.211022,0.00001650,96245100.0,305132872.0,1445976590.0,2000000005.0,NULL,7.82,-4.67,76.55,1516480160,2018-01-20 20:32:05
0,gamecredits,GameCredits,GAME,97,4.70388,0.00036779,4246600.0,302719853.0,64355352.0,64355352.0,NULL,-0.43,4.84,-28.56,1516480145,2018-01-20 20:32:05
0,tenx,TenX,PAY,98,2.88987,0.00022595,8879790.0,302457580.0,104661310.0,205218256.0,NULL,-1.02,12.38,-22.27,1516480155,2018-01-20 20:32:05
0,civic,Civic,CVC,99,0.874896,0.00006841,16860900.0,299826829.0,342699966.0,1000000000.0,NULL,-1.66,12.63,-23.68,1516480156,2018-01-20 20:32:05
0,cryptonex,Cryptonex,CNX,100,6.64354,0.00051944,277592.0,299455814.0,45074736.0,106512362.0,210000000.0,4.41,20.46,11.15,1516480160,2018-01-20 20:32:05
